  1.57000000  0.00900491  0.00900478  0.00151627
  1.58000000  0.00873878  0.00873865  0.00151716
  1.59000000  0.00848051  0.00848038  0.00151805
  1.60000000  0.00822987  0.00822975  0.00151893
  1.61000000  0.00798664  0.00798652  0.00151982
  1.62000000  0.00775060  0.00775048  0.00152071
  1.63000000  0.00752154  0.00752142  0.00152160
  1.64000000  0.00729924  0.00729913  0.00152248
  1.65000000  0.00708352  0.00708341  0.00152337
  1.66000000  0.00687417  0.00687406  0.00152426
  1.67000000  0.00667101  0.00667090  0.00152515
  1.68000000  0.00647385  0.00647375  0.00152603
  1.69000000  0.00628252  0.00628242  0.00152692
  1.70000000  0.00609684  0.00609675  0.00152781
  1.71000000  0.00591665  0.00591656  0.00152870
  1.72000000  0.00574179  0.00574170  0.00152958
  1.73000000  0.00557209  0.00557201  0.00153047
  1.74000000  0.00540741  0.00540733  0.00153136
  1.75000000  0.00524760  0.00524752  0.00153225
  1.76000000  0.00509251  0.00509243  0.00153314
  1.77000000  0.00494200  0.00494193  0.00153402
  1.78000000  0.00479594  0.00479587  0.00153491
  1.79000000  0.00465420  0.00465413  0.00153580
  1.80000000  0.00451665  0.00451658  0.00153669
  1.81000000  0.00438316  0.00438310  0.00153757
  1.82000000  0.00425362  0.00425356  0.00153846
  1.83000000  0.00412791  0.00412784  0.00153935
  1.84000000  0.00400591  0.00400585  0.00154024
  1.85000000  0.00388752  0.00388746  0.00154112
  1.86000000  0.00377262  0.00377257  0.00154201
  1.87000000  0.00366113  0.00366107  0.00154290
  1.88000000  0.00355292  0.00355287  0.00154379
  1.89000000  0.00344792  0.00344787  0.00154467
  1.90000000  0.00334602  0.00334597  0.00154556
  1.91000000  0.00324713  0.00324708  0.00154645
  1.92000000  0.00315116  0.00315111  0.00154734
  1.93000000  0.00305803  0.00305798  0.00154823
  1.94000000  0.00296765  0.00296761  0.00154911
  1.95000000  0.00287994  0.00287990  0.00155000
  1.96000000  0.00279483  0.00279479  0.00155089
  1.97000000  0.00271223  0.00271219  0.00155178
  1.98000000  0.00263207  0.00263203  0.00155266
  1.99000000  0.00255428  0.00255424  0.00155355
  2.00000000  0.00247879  0.00247875  0.00155444
